,Latitud,Ano,Mes,Dia,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas,Topoforma,Topoforma_cod
43,21.73,2019.0,3.0,2.0,-102.27,28.780759999999997,9.3999,28.780759999999997,9.3999,18.7352,18.7352,Llanura,4
44,21.84,2019.0,3.0,2.0,-102.52,28.8136,8.59256,28.8136,8.59256,18.14026,18.14026,Valle,9
45,22.09,2019.0,3.0,2.0,-101.97,28.022090000000002,10.19669,28.022090000000002,10.19669,18.63834,18.63834,Llanura,4
46,22.23,2019.0,3.0,2.0,-102.32,28.109679999999997,8.47815,28.109679999999997,8.47815,17.503510000000002,17.503510000000002,Llanura,4
47,22.21,2019.0,3.0,2.0,-102.02,28.19717,10.05298,28.19717,10.05298,18.640810000000002,18.640810000000002,Llanura,4
48,22.09,2019.0,3.0,2.0,-102.18,28.150509999999997,9.27393,28.150509999999997,9.27393,18.11807,18.11807,Lomer?o,5
49,22.36,2019.0,3.0,2.0,-102.3,27.988709999999998,8.56506,27.988709999999998,8.56506,17.422420000000002,17.422420000000002,Meseta,6
50,21.74,2019.0,3.0,2.0,-102.72,29.29764,9.092410000000001,29.29764,9.092410000000001,18.57016,18.57016,Sierra,8
51,22.29,2019.0,3.0,2.0,-102.24,28.11005,8.86923,28.11005,8.86923,17.74445,17.74445,Llanura,4
52,21.94,2019.0,3.0,2.0,-102.55,28.644440000000003,8.35577,28.644440000000003,8.35577,17.84644,17.84644,Lomer?o,5
53,21.84,2019.0,3.0,2.0,-102.18,28.32617,9.5321,28.32617,9.5321,18.49701,18.49701,Lomer?o,5
54,21.91,2019.0,3.0,2.0,-102.27,28.421390000000002,8.93475,28.421390000000002,8.93475,18.12097,18.12097,Llanura,4
55,21.98,2019.0,3.0,2.0,-102.06,27.988740000000004,9.95438,27.988740000000004,9.95438,18.49924,18.49924,Llanura,4
56,21.91,2019.0,3.0,2.0,-102.09,28.0636,9.88284,28.0636,9.88284,18.53165,18.53165,Llanura,4
57,22.15,2019.0,3.0,2.0,-102.28,28.189940000000004,8.676210000000001,28.189940000000004,8.676210000000001,17.72769,17.72769,Llanura,4
58,22.18,2019.0,3.0,2.0,-102.59,28.23602,8.18851,28.23602,8.18851,17.3663,17.3663,Meseta,6
59,21.99,2019.0,3.0,2.0,-102.35,28.44547,8.51532,28.44547,8.51532,17.84845,17.84845,Llanura,4
60,21.96,2019.0,3.0,2.0,-102.48,28.56744,8.31949,28.56744,8.31949,17.80469,17.80469,Lomer?o,5
61,32.11,2019.0,3.0,2.0,-116.45,15.70486,9.16345,15.70486,9.16345,12.00372,12.00372,Sierra,8
62,28.6,2019.0,3.0,2.0,-113.56,26.42322,13.593689999999999,26.42322,13.593689999999999,17.98688,17.98688,Sierra,8
63,32.2,2019.0,3.0,2.0,-116.49,15.97229,9.44467,15.97229,9.44467,12.253910000000001,12.253910000000001,Lomer?o,5
64,32.02,2019.0,3.0,2.0,-116.78,16.49072,12.07755,16.49072,12.07755,14.2438,14.2438,Meseta,6
65,29.49,2019.0,3.0,2.0,-114.36,26.52048,13.994720000000001,26.52048,13.994720000000001,18.54044,18.54044,Sierra,8
66,32.44,2019.0,3.0,2.0,-115.39,28.01166,13.870120000000002,28.01166,13.870120000000002,19.709410000000002,19.709410000000002,Bajada,0
67,30.72,2019.0,3.0,2.0,-115.98,19.01913,12.109010000000001,19.01913,12.109010000000001,15.0126,15.0126,Llanura,4
68,32.3,2019.0,3.0,2.0,-115.02,29.360809999999997,14.77612,29.360809999999997,14.77612,20.21942,20.21942,Llanura,4
69,31.78,2019.0,3.0,2.0,-115.77,21.667939999999998,11.0585,21.667939999999998,11.0585,15.510860000000001,15.510860000000001,Sierra,8
70,32.35,2019.0,3.0,2.0,-115.19,28.901490000000003,14.521729999999998,28.901490000000003,14.521729999999998,20.03415,20.03415,Llanura,4
71,28.3,2019.0,3.0,2.0,-114.03,23.14694,13.904020000000001,23.14694,13.904020000000001,17.047639999999998,17.047639999999998,Llanura,4
72,30.67,2019.0,3.0,2.0,-115.13,24.70523,13.1203,24.70523,13.1203,17.54584,17.54584,Valle,9
73,31.59,2019.0,3.0,2.0,-116.05,17.31638,9.81616,17.31638,9.81616,13.05734,13.05734,Llanura,4
74,28.03,2019.0,3.0,2.0,-113.4,26.424840000000003,13.676210000000001,26.424840000000003,13.676210000000001,18.52856,18.52856,Llanura,4
75,28.3,2019.0,3.0,2.0,-112.88,25.78302,15.31821,25.78302,15.31821,19.235689999999998,19.235689999999998,Bajada,0
76,32.33,2019.0,3.0,2.0,-117.05,16.278170000000003,11.730319999999999,16.278170000000003,11.730319999999999,13.754000000000001,13.754000000000001,Llanura,4
77,32.34,2019.0,3.0,2.0,-116.25,16.52814,8.71454,16.52814,8.71454,11.9079,11.9079,Lomer?o,5
78,32.13,2019.0,3.0,2.0,-115.28,27.52512,13.713289999999999,27.52512,13.713289999999999,19.22055,19.22055,Sierra,8
79,32.18,2019.0,3.0,2.0,-116.29,15.71011,8.43057,15.71011,8.43057,11.48734,11.48734,Lomer?o,5
80,30.06,2019.0,3.0,2.0,-115.72,21.16846,11.864230000000001,21.16846,11.864230000000001,15.730410000000001,15.730410000000001,Llanura,4
81,30.32,2019.0,3.0,2.0,-115.82,20.40491,11.42218,20.40491,11.42218,15.4516,15.4516,Llanura,4
82,32.3,2019.0,3.0,2.0,-116.53,16.23636,9.64865,16.23636,9.64865,12.43961,12.43961,Lomer?o,5
83,31.86,2019.0,3.0,2.0,-116.61,16.19397,11.272639999999999,16.19397,11.272639999999999,13.556,13.556,Llanura,4
